acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
59.03,56.91,55.89,49.48,49.15,50.97,50.98,57.06,44.07,95.07,48.75,56.01,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,1e-05,0.01,2.0,ctc
57.7,55.82,55.8,49.5,53.36,50.09,51.17,57.2,44.34,94.56,48.75,55.66,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,2e-05,0.01,2.0,conv1d
58.09,56.47,57.1,50.43,53.95,51.81,50.8,56.93,44.19,94.82,49.39,55.76,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,2e-05,0.01,2.0,ctc
57.85,56.37,58.16,50.47,57.28,49.64,50.55,56.87,43.74,95.01,49.33,55.88,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
58.44,57.04,57.69,50.85,56.58,50.04,50.86,56.94,44.13,94.75,49.33,55.74,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,3e-05,0.01,2.0,ctc
58.09,55.7,55.21,47.29,49.55,47.75,51.11,57.16,44.22,94.88,48.82,55.78,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,1e-05,0.01,2.0,conv1d
57.65,56.14,58.03,49.96,57.72,50.44,51.11,57.1,44.27,94.95,49.01,55.84,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,1e-05,0.01,2.0,ctc
57.89,56.22,56.32,49.68,52.85,49.61,50.66,56.88,44.11,94.69,49.2,55.71,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,2e-05,0.01,2.0,conv1d
57.16,54.9,54.48,46.74,49.16,47.3,51.27,57.19,44.55,94.5,48.43,55.58,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.1,0.1,2e-05,0.01,2.0,ctc
58.24,57.56,58.32,52.28,56.01,51.4,50.87,56.96,44.23,94.75,49.01,55.72,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
56.96,55.33,56.18,48.46,53.08,48.99,50.8,56.91,44.05,94.88,49.2,55.94,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,3e-05,0.01,2.0,ctc
58.29,56.48,57.26,50.29,55.58,49.91,50.89,56.99,44.07,95.01,48.75,55.85,0.594,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,1e-05,0.01,2.0,conv1d
58.34,56.76,57.44,49.86,54.67,50.78,50.86,56.95,44.14,94.88,48.88,55.85,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,1e-05,0.01,2.0,ctc
58.68,57.12,57.09,51.07,54.32,50.45,51.22,57.23,44.37,94.75,48.56,55.72,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
57.75,56.0,56.87,48.69,55.98,48.29,50.99,57.03,44.16,94.82,48.88,55.75,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.3,0.1,2e-05,0.01,2.0,ctc
58.48,56.77,57.42,51.03,55.45,51.16,50.95,57.01,44.4,94.31,49.14,55.62,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
56.76,54.91,54.62,48.29,50.11,48.77,50.95,57.0,43.99,94.95,48.94,55.95,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,3e-05,0.01,2.0,ctc
58.98,57.38,57.15,51.92,54.69,51.9,50.77,56.89,43.99,94.75,49.39,55.76,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
58.24,56.28,56.12,48.99,51.85,50.15,50.93,57.03,44.07,95.07,48.94,55.9,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,1e-05,0.01,2.0,ctc
57.45,55.57,55.92,49.45,53.84,49.88,51.2,57.24,44.35,94.75,48.94,55.74,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,2e-05,0.01,2.0,conv1d
58.19,56.57,56.88,50.57,52.12,52.01,50.87,56.96,44.25,94.75,49.52,55.76,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.1,0.5,0.1,2e-05,0.01,2.0,ctc
58.04,56.95,57.43,51.87,55.94,51.29,50.68,56.91,44.22,94.43,49.46,55.67,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
..,,,,,,,,,,,,,,,,,,,,,,,,,,
58.04,55.58,54.66,47.66,48.85,49.06,50.6,56.89,43.75,94.95,49.46,55.82,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-07-28-33,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
57.99,55.89,56.33,48.74,53.73,49.57,50.79,56.95,44.15,94.75,49.14,55.78,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-07-28-33,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
58.09,56.44,56.92,51.07,55.82,51.19,50.88,56.99,44.27,94.82,49.33,55.78,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-07-28-33,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
58.48,57.04,56.72,51.51,53.74,51.92,50.76,56.95,44.15,94.56,49.2,55.69,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-07-28-33,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
..,,,,,,,,,,,,,,,,,,,,,,,,,,
57.45,56.0,55.85,49.74,50.84,50.15,50.91,57.04,44.17,94.69,49.33,55.72,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-08-26-12,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
58.44,57.03,56.54,51.65,52.97,51.85,50.75,56.86,44.16,94.69,49.39,55.69,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-08-26-12,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
57.8,55.71,54.95,47.18,48.37,47.61,50.72,56.93,43.88,94.95,49.26,55.9,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-08-26-12,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
58.58,56.21,55.91,48.6,52.06,49.27,50.61,56.94,44.06,94.63,49.71,55.66,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-08-26-12,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
...,,,,,,,,,,,,,,,,,,,,,,,,,,
57.6,55.67,55.65,49.41,53.99,49.89,51.28,57.29,44.37,94.82,48.62,55.71,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,2e-05,0.1,2.0,conv1d
58.58,56.92,56.33,50.7,52.04,51.18,50.81,57.0,43.93,94.88,48.82,55.86,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,2e-05,0.05,2.0,conv1d
57.45,55.57,55.92,49.45,53.84,49.88,51.2,57.24,44.35,94.75,48.94,55.74,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,2e-05,0.01,2.0,conv1d
58.68,55.82,56.76,47.6,53.73,48.57,50.84,57.03,43.88,94.95,48.82,56.0,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,9e-06,0.1,2.0,conv1d
58.78,55.98,56.93,48.0,54.32,48.82,50.84,57.02,43.91,95.01,49.14,56.07,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,9e-06,0.05,2.0,conv1d
58.53,56.77,56.09,50.34,51.99,50.51,50.74,56.9,43.94,94.82,49.14,55.77,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,9e-06,0.01,2.0,conv1d
59.27,57.78,57.73,52.55,55.85,52.33,50.78,56.89,44.02,94.69,48.94,55.72,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,1e-05,0.1,2.0,conv1d
59.22,57.6,57.86,52.0,56.38,52.0,50.77,56.89,44.01,94.63,49.33,55.63,0.5958,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,1e-05,0.05,2.0,conv1d
58.98,57.38,57.15,51.92,54.69,51.9,50.77,56.89,43.99,94.75,49.39,55.76,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.5,0.1,1e-05,0.01,2.0,conv1d
59.03,57.51,57.51,51.51,54.74,50.93,51.19,57.24,44.23,94.75,48.75,55.72,0.5986,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,2e-05,0.1,2.0,conv1d
59.22,57.82,57.86,52.11,55.18,51.49,51.15,57.19,44.31,94.63,48.94,55.67,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,2e-05,0.05,2.0,conv1d
58.68,57.12,57.09,51.07,54.32,50.45,51.22,57.23,44.37,94.75,48.56,55.72,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,2e-05,0.01,2.0,conv1d
57.6,55.37,56.37,48.27,54.87,48.37,50.9,57.0,44.1,94.69,49.2,55.69,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,9e-06,0.1,2.0,conv1d
58.14,56.67,56.07,50.84,52.54,50.87,50.92,56.98,44.35,94.43,49.39,55.62,0.5967,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,9e-06,0.05,2.0,conv1d
58.48,56.37,56.3,49.19,53.29,49.45,51.07,57.13,44.27,94.82,48.94,55.82,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,9e-06,0.01,2.0,conv1d
58.19,56.34,56.98,49.75,54.62,49.55,50.91,57.01,44.07,95.01,48.94,55.92,0.5949,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,1e-05,0.1,2.0,conv1d
58.14,56.29,56.98,49.77,54.76,49.41,50.9,57.0,44.09,95.14,49.39,55.97,0.5967,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,1e-05,0.05,2.0,conv1d
58.29,56.48,57.26,50.29,55.58,49.91,50.89,56.99,44.07,95.01,48.75,55.85,0.594,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.1,0.3,0.1,1e-05,0.01,2.0,conv1d
58.39,57.0,57.93,52.04,57.37,51.72,51.26,57.19,44.63,94.43,49.07,55.71,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.001,0.5,0.1,2e-05,0.1,2.0,conv1d
57.89,56.03,56.38,49.58,55.23,49.98,51.27,57.24,44.36,94.75,48.69,55.72,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.001,0.5,0.1,2e-05,0.05,2.0,conv1d
57.7,55.91,56.64,49.73,56.59,50.02,51.22,57.22,44.37,94.69,48.69,55.72,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-09-43-47,0.001,0.5,0.1,2e-05,0.01,2.0,conv1d
.,,,,,,,,,,,,,,,,,,,,,,,,,,
58.58,56.57,55.99,49.35,50.34,50.89,50.83,56.94,43.89,95.07,49.07,55.92,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.05,2.0,conv1d
58.53,56.96,56.54,50.8,52.06,51.55,50.74,56.9,43.92,95.14,49.2,55.95,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.1,2.0,conv1d
57.99,55.9,56.22,48.7,53.62,49.48,50.79,56.97,44.15,94.75,49.26,55.77,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.05,2.0,conv1d
57.99,55.85,55.5,48.6,51.27,49.45,50.78,56.98,44.14,94.69,48.88,55.74,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.1,2.0,conv1d
56.96,55.32,55.28,49.09,51.55,50.09,51.08,57.1,44.4,94.69,48.94,55.69,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.05,2.0,conv1d
57.99,56.59,56.6,51.44,53.65,52.12,51.07,57.04,44.26,94.75,49.14,55.72,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-12-56-16,0.1,0.5,0.1,1e-05,0.1,2.0,conv1d
56.22,53.37,53.86,44.72,48.06,45.46,50.45,56.87,43.71,95.01,49.58,55.95,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.05,2.0,conv1d
57.4,56.0,55.9,49.84,51.26,50.14,50.92,57.02,44.23,94.82,49.46,55.77,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.1,2.0,conv1d
58.48,57.17,56.62,51.99,53.06,52.24,50.73,56.83,44.24,94.69,49.52,55.69,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.05,2.0,conv1d
58.29,57.05,56.59,52.05,53.21,52.23,50.83,56.91,44.22,94.75,49.39,55.77,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.1,2.0,conv1d
57.7,55.62,54.83,47.23,48.44,47.6,50.73,56.93,43.85,95.14,49.46,55.98,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.05,2.0,conv1d
57.99,55.69,55.69,47.41,51.41,48.07,50.98,57.05,44.2,94.82,49.07,55.7,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.1,2.0,conv1d
58.29,57.28,57.72,51.99,56.77,51.67,50.92,57.01,44.32,94.31,49.2,55.48,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.05,2.0,conv1d
57.85,56.96,57.9,51.66,57.64,50.98,51.02,57.06,44.43,94.37,49.2,55.56,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-13-59-21,0.1,0.3,0.1,2e-05,0.1,2.0,conv1d
58.53,56.98,56.32,51.03,51.97,51.58,50.94,56.99,44.35,94.56,49.26,55.72,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-02-17-05,0.001,0.5,0.1,2e-05,0.1,2.0,conv1d
56.07,53.08,54.19,43.7,47.58,45.06,50.41,56.77,43.72,94.88,49.9,55.88,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-02-17-05,0.001,0.5,0.1,2e-05,0.1,2.0,conv1d
57.99,55.5,54.95,48.34,49.19,49.79,50.88,57.0,44.06,94.95,48.94,55.87,0.5705,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-02-17-05,0.001,0.5,0.1,2e-05,0.1,2.0,conv1d
58.39,56.8,57.16,51.03,55.77,50.25,51.14,57.19,44.49,94.5,49.01,55.72,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-02-17-05,0.001,0.5,0.1,2e-05,0.1,2.0,conv1d
58.63,56.52,56.84,49.3,55.13,50.24,50.69,56.89,44.11,94.63,49.65,55.7,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,1e-05,0.1,2.0,conv1d
58.24,57.16,57.48,51.53,54.11,51.62,50.81,56.87,44.19,94.95,49.01,55.79,0.5958,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,2e-05,0.1,2.0,conv1d
59.22,57.96,57.45,52.22,53.03,52.81,50.78,56.85,44.08,95.01,49.26,55.87,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,1e-05,0.1,2.0,conv1d
57.26,55.57,56.1,49.22,52.76,49.24,50.86,56.98,44.2,94.5,49.52,55.64,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,2e-05,0.1,2.0,conv1d
58.73,57.17,56.8,51.07,52.56,51.76,50.72,56.89,43.9,95.07,49.07,56.0,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,1e-05,0.1,2.0,conv1d
59.22,58.0,58.04,53.2,55.9,53.54,50.76,56.88,44.21,94.56,49.26,55.67,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,2e-05,0.1,2.0,conv1d
58.73,57.11,57.27,50.53,54.49,50.39,50.76,56.96,44.11,94.95,49.46,55.82,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,1e-05,0.1,2.0,conv1d
57.06,56.22,57.32,50.35,54.17,50.55,50.7,56.84,44.13,94.56,49.71,55.75,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,2e-05,0.1,2.0,conv1d
58.34,56.65,56.61,50.11,53.67,50.11,50.66,56.92,43.99,94.69,49.33,55.88,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,1e-05,0.1,2.0,conv1d
59.08,57.91,57.97,52.67,55.32,52.4,50.55,56.77,44.21,94.37,49.71,55.56,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,2e-05,0.1,2.0,conv1d
59.42,57.56,57.79,50.5,54.51,51.39,50.68,56.87,44.0,95.01,49.07,55.85,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,1e-05,0.1,2.0,conv1d
58.39,57.06,57.03,51.18,53.69,51.05,50.94,57.03,44.19,94.88,49.07,55.9,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,2e-05,0.1,2.0,conv1d
57.8,56.37,55.77,49.81,51.18,50.04,50.58,56.85,44.07,94.75,49.71,55.86,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,1e-05,0.1,2.0,conv1d
58.63,57.96,58.16,53.46,55.34,53.15,50.5,56.79,44.1,94.69,49.14,55.69,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,2e-05,0.1,2.0,conv1d
58.39,56.84,57.13,50.07,53.36,50.44,50.79,56.98,44.08,94.88,49.14,55.79,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,1e-05,0.1,2.0,conv1d
58.88,57.48,57.87,51.32,55.02,50.95,50.88,57.02,44.26,94.82,49.2,55.78,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,2e-05,0.1,2.0,conv1d
58.34,57.27,57.74,51.59,55.59,51.54,50.73,56.93,44.24,94.69,49.58,55.72,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,1e-05,0.1,2.0,conv1d
