acc,f1,prec,rec,eval_acc,dataset,method,text_backbone,seed,logger_name,eval_f1,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,num_hidden_layers,dropout,aligned_method,lr,hidden_size,hidden_dims,intermediate_size,max_position_embeddings,d_num_attention_heads,d_attention_probs_dropout_prob,d_hidden_dropout_prob,d_num_hidden_layers,d_max_position_embeddings,m_num_attention_heads,m_attention_probs_dropout_prob,m_hidden_dropout_prob,m_num_hidden_layers,m_max_position_embeddings,patience,factor
fusion_feats = torch.cat((t_a_att , t_v_att , t_att), dim=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.64,65.57,67.08,65.58,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-07-12-32-16,0.6541,,,,,,,,,,,,,,,,,,,,,,,
67.87,63.34,64.43,64.65,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-07-12-42-23,0.6563,,,,,,,,,,,,,,,,,,,,,,,
66.74,63.09,65.27,65.1,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-07-12-49-32,0.6537,,,,,,,,,,,,,,,,,,,,,,,
66.29,64.19,64.95,65.45,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-07-12-56-51,0.6587,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.07,61.28,65.2,61.49,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-03-21-55,0.6632,,,,,,,,,,,,,,,,,,,,,,,
68.09,64.06,65.09,65.31,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-03-26-46,0.6727,,,,,,,,,,,,,,,,,,,,,,,
66.97,63.63,65.04,64.97,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-03-32-24,0.6481,,,,,,,,,,,,,,,,,,,,,,,
68.31,62.67,65.04,62.49,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-03-46-59,0.6527,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.52,63.57,63.3,65.72,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-04-00-45,0.6768,,,,,,,,,,,,,,,,,,,,,,,
68.09,65.68,66.3,66.21,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-04-07-30,0.6618,,,,,,,,,,,,,,,,,,,,,,,
66.97,63.25,64.12,64.32,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-04-14-03,0.6683,,,,,,,,,,,,,,,,,,,,,,,
67.42,62.85,64.94,62.23,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-08-04-19-20,0.6962,,,,,,,,,,,,,,,,,,,,,,,
65.62,63.35,68.21,63.06,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-08-04-25-02,0.6593,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.29,65.25,67.03,65.78,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-04-36-34,0.6618,,,,,,,,,,,,,,,,,,,,,,,
66.74,64.03,66.48,64.82,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-04-44-18,0.6598,,,,,,,,,,,,,,,,,,,,,,,
70.56,66.08,67.24,66.51,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-04-51-46,0.6809,,,,,,,,,,,,,,,,,,,,,,,
67.87,62.58,63.04,63.1,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-08-04-59-42,0.6861,,,,,,,,,,,,,,,,,,,,,,,
67.64,64.16,66.34,64.06,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-08-05-07-09,0.6459999999999999,,,,,,,,,,,,,,,,,,,,,,,
65.62,63.66,65.57,64.0,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-05-28-55,0.6601,,,,,,,,,,,,,,,,,,,,,,,
66.74,63.46,62.95,66.18,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-05-36-47,0.6675,,,,,,,,,,,,,,,,,,,,,,,
60.9,59.6,64.79,59.42,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-08-42-38,0.6422,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.29,64.36,68.21,64.32,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-09-04-38,0.6682,,,,,,,,,,,,,,,,,,,,,,,
69.44,66.45,67.01,67.25,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-09-14-21,0.6744,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.58,67.42,65.27,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-09-54-46,0.6632,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.99,66.57,67.53,66.47,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-10-15-36,0.6829,,,,,,,,,,,,,,,,,,,,,,,
68.54,64.52,64.5,65.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-10-32-15,0.7051,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.12,65.2,65.7,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-10-44-45,0.6808,,,,,,,,,,,,,,,,,,,,,,,
69.44,63.07,63.24,64.18,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-08-10-57-15,0.6725,,,,,,,,,,,,,,,,,,,,,,,
68.76,65.37,66.06,65.29,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-08-11-06-45,0.6959,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.01,65.59,65.27,0.7169,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-11-35-47,,,,,,,,,,,,,,,,,,,,,,,,
68.54,64.52,64.5,65.05,0.7326,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-11-47-01,,,,,,,,,,,,,,,,,,,,,,,,
69.21,66.59,66.63,67.07,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-12-09-47,0.6826,,,,,,,,,,,,,,,,,,,,,,,
68.54,64.04,63.29,65.57,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-12-25-41,0.6811,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.66,66.34,66.32,66.89,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-12-52-05,0.6942,,,,,,,,,,,,,,,,,,,,,,,
69.21,66.06,67.67,65.38,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-13-12-21,0.6876,,,,,,,,,,,,,,,,,,,,,,,
69.89,66.74,67.07,67.28,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-13-28-58,0.682,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.3,67.2,68.32,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-08-14-09-15,0.6907,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.06,67.61,67.63,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-08-14-27-57,0.6915,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.37,66.18,65.95,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-08-14-42-18,0.6825,,,,,,,,,,,,,,,,,,,,,,,
70.11,67.57,67.77,68.26,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-08-14-59-12,0.6933,,,,,,,,,,,,,,,,,,,,,,,
69.21,66.14,67.59,66.11,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-08-15-24-54,0.7039,,,,,,,,,,,,,,,,,,,,,,,
max...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.56,68.08,68.02,68.85,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-02-34-38,0.6972,,,,,,,,,,,,,,,,,,,,,,,
71.01,67.88,68.43,68.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-09-03-02-33,0.6959,,,,,,,,,,,,,,,,,,,,,,,
70.34,67.69,67.67,68.11,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-09-03-23-13,0.6872,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.78,67.85,68.01,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-09-03-52-51,0.6826,,,,,,,,,,,,,,,,,,,,,,,
68.99,66.11,66.01,66.86,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-09-04-16-57,0.6946,,,,,,,,,,,,,,,,,,,,,,,
.ab..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.76,67.76,68.31,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-05-14-51,0.6983,,,,,,,,,,,,,,,,,,,,,,,
70.34,66.19,67.39,65.97,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-09-05-50-03,0.6954,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.02,69.58,66.54,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-09-06-09-43,0.6768,,,,,,,,,,,,,,,,,,,,,,,
68.99,64.2,64.84,65.1,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-09-06-23-07,0.6995,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.37,67.31,68.11,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-09-06-36-33,0.6718,,,,,,,,,,,,,,,,,,,,,,,
.sin..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.11,67.59,68.01,67.67,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-07-36-41,0.6938,,,,,,,,,,,,,,,,,,,,,,,
70.11,67.0,67.05,67.55,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-09-07-55-30,0.6876,,,,,,,,,,,,,,,,,,,,,,,
69.66,66.58,70.02,66.72,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-09-08-14-07,0.6809,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.35,65.52,65.8,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-09-08-28-26,0.6805,,,,,,,,,,,,,,,,,,,,,,,
69.89,66.15,65.92,66.92,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-09-08-46-41,0.6948,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.97,63.74,63.91,64.32,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-09-34-37,0.6915,,,,,,,,,,,,,,,,,,,,,,,
67.19,63.99,64.32,64.47,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-09-10-18-38,0.6482,,,,,,,,,,,,,,,,,,,,,,,
66.97,63.28,63.41,64.09,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-11-12-33,0.687,,,,,,,,,,,,,,,,,,,,,,,
67.87,64.62,65.26,64.9,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-12-13-42,0.672,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.44,68.06,67.71,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-09-13-17-35,0.6868,,,,,,,,,,,,,,,,,,,,,,,
68.99,65.53,66.12,65.73,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-09-13-35-32,0.6884,,,,,,,,,,,,,,,,,,,,,,,
69.21,63.64,63.95,64.38,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-09-13-56-31,0.6819,,,,,,,,,,,,,,,,,,,,,,,
68.76,64.5,66.16,64.32,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-09-14-11-26,0.6822,,,,,,,,,,,,,,,,,,,,,,,
69.21,67.13,67.81,67.38,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-09-14-26-53,0.6935,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.44,65.92,67.89,65.63,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-10-12-10-09,0.6956,,,,,,,,,,,,,,,,,,,,,,,
69.89,66.49,66.33,67.25,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-10-12-32-01,0.6882,,,,,,,,,,,,,,,,,,,,,,,
69.21,64.22,65.29,64.73,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-10-13-03-46,0.6817,,,,,,,,,,,,,,,,,,,,,,,
68.76,66.25,66.35,67.04,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-10-13-26-54,0.6936,,,,,,,,,,,,,,,,,,,,,,,
70.34,68.44,69.35,68.85,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-10-13-59-14,0.6831,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.09,67.27,67.64,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-01-52-06,0.6948,,,,,,,,,,,,,,,,,,,,,,,
70.79,67.25,68.1,67.62,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-02-12-13,0.696,,,,,,,,,,,,,,,,,,,,,,,
70.79,67.84,67.88,68.11,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-02-37-43,0.6876,,,,,,,,,,,,,,,,,,,,,,,
71.01,68.18,68.53,68.34,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-11-02-59-33,0.6942,,,,,,,,,,,,,,,,,,,,,,,
69.89,66.7,66.52,67.73,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-11-03-18-38,0.7012,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.99,66.35,66.34,67.03,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-03-47-39,0.7055,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.22,67.48,67.67,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-04-07-38,0.6927,,,,,,,,,,,,,,,,,,,,,,,
67.42,63.83,64.13,63.89,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-04-25-30,0.6766,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.54,64.72,65.25,65.68,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-05-11-24,0.6827,,,,,,,,,,,,,,,,,,,,,,,
69.44,67.71,68.79,67.81,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-05-24-57,0.6946,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.42,67.39,68.06,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-05-39-06,0.6832,,,,,,,,,,,,,,,,,,,,,,,
67.64,63.98,63.63,65.48,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-06-07-55,0.6942,,,,,,,,,,,,,,,,,,,,,,,
69.21,66.24,65.68,67.43,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-06-18-24,0.6933,,,,,,,,,,,,,,,,,,,,,,,
67.64,64.6,64.25,65.54,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-06-30-52,0.6771,,,,,,,,,,,,,,,,,,,,,,,
69.66,65.95,66.13,66.46,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-11-06-44-13,0.6920000000000001,,,,,,,,,,,,,,,,,,,,,,,
69.44,65.46,64.94,66.42,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-11-06-58-04,0.6973,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.08,66.63,67.91,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-07-54-15,0.6827,,,,,,,,,,,,,,,,,,,,,,,
70.11,67.49,67.83,68.2,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-08-11-25,0.6864,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.01,68.56,68.86,69.11,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-08-55-26,0.6816,,,,,,,,,,,,,,,,,,,,,,,
70.79,68.36,68.22,69.55,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-09-17-40,0.6778,,,,,,,,,,,,,,,,,,,,,,,
69.66,66.7,66.99,67.04,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-09-49-40,0.6861,,,,,,,,,,,,,,,,,,,,,,,
71.01,68.56,68.86,69.11,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-10-22-39,0.6816,,,,,,,,,,,,,,,,,,,,,,,
70.79,68.36,68.22,69.55,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-10-54-33,0.6778,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.01,68.56,68.86,69.11,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-11-28-23,0.6816,,,,,,,,,,,,,,,,,,,,,,,
70.79,68.36,68.22,69.55,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-11-57-32,0.6778,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.01,68.56,68.86,69.11,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-12-32-08,0.6816,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.44,67.25,67.81,67.52,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-13-06-25,0.6753,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.34,67.04,67.55,67.32,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-11-13-17-18,0.6823,,,,,,,,,,,,,,,,,,,,,,,
70.79,68.33,70.0,68.05,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-11-13-25-34,0.6967,,,,,,,,,,,,,,,,,,,,,,,
70.11,66.88,67.42,66.99,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-11-13-33-26,0.6835,,,,,,,,,,,,,,,,,,,,,,,
71.46,69.05,69.01,69.68,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-11-13-42-53,0.6917,,,,,,,,,,,,,,,,,,,,,,,
70.79,67.67,68.36,67.46,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-11-13-50-55,0.7001,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.44,66.07,66.75,66.02,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-12-01-53-24,0.6849,,,,,,,,,,,,,,,,,,,,,,,
71.24,68.73,69.54,68.78,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-12-02-02-37,0.6835,,,,,,,,,,,,,,,,,,,,,,,
70.79,67.51,68.18,67.29,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-12-02-10-44,0.6787,,,,,,,,,,,,,,,,,,,,,,,
70.56,67.28,68.14,67.08,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-12-02-20-24,0.6958,,,,,,,,,,,,,,,,,,,,,,,
69.21,65.48,66.17,65.49,,MIntRec,msz,bert-base-uncased,5.0,msz_MIntRec_multi-class_seed-5_2024-01-12-02-32-55,0.6990000000000001,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.09,63.61,63.97,64.19,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-02-54-08,0.6937,,,,,,,,,,,,,,,,,,,,,,,
68.99,64.99,66.64,64.43,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-03-06-27,0.6886,,,,,,,,,,,,,,,,,,,,,,,
69.66,63.39,63.95,63.8,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-03-20-22,0.6613,,,,,,,,,,,,,,,,,,,,,,,
69.66,63.39,63.95,63.8,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-03-30-47,0.6613,,,,,,,,,,,,,,,,,,,,,,,
64.04,58.54,63.52,57.7,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-03-43-57,0.6121,,,,,,,,,,,,,,,,,,,,,,,
69.44,66.71,67.25,66.78,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-03-56-02,0.6852,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.44,66.33,66.31,66.82,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-04-07-50,0.6898,,,,,,,,,,,,,,,,,,,,,,,
67.64,64.87,65.65,64.83,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-15-04-14-20,0.6896,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.76,65.07,66.64,64.89,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-04-22-19,0.6827,,,,,,,,,,,,,,,,,,,,,,,
69.89,67.11,67.74,67.14,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-15-04-27-16,0.6920000000000001,,,,,,,,,,,,,,,,,,,,,,,
68.54,64.84,65.2,64.9,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-15-04-33-57,0.7044,,,,,,,,,,,,,,,,,,,,,,,
70.11,66.71,67.58,66.44,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-15-04-41-16,0.6847,,,,,,,,,,,,,,,,,,,,,,,
68.76,66.15,66.57,66.27,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-04-48-39,0.6886,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.54,65.62,66.2,65.58,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-05-00-24,0.6967,,,,,,,,,,,,,,,,,,,,,,,
69.44,67.66,69.36,67.37,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-15-05-07-40,0.7018,,,,,,,,,,,,,,,,,,,,,,,
69.89,66.38,66.31,66.98,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-15-05-15-53,0.6863,,,,,,,,,,,,,,,,,,,,,,,
69.66,65.12,66.33,64.59,,MIntRec,msz,bert-base-uncased,4.0,msz_MIntRec_multi-class_seed-4_2024-01-15-05-22-38,0.6807,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.24,67.74,69.43,67.37,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-01-15-05-36-20,0.6968,,,,,,,,,,,,,,,,,,,,,,,
70.79,67.55,68.94,67.12,,MIntRec,msz,bert-base-uncased,2.0,msz_MIntRec_multi-class_seed-2_2024-01-15-05-42-29,0.6951,,,,,,,,,,,,,,,,,,,,,,,
71.24,67.51,67.94,67.51,,MIntRec,msz,bert-base-uncased,3.0,msz_MIntRec_multi-class_seed-3_2024-01-15-05-50-46,0.6882,,,,,,,,,,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
